471.0,12,0,0,2482
129.0,2,7,1,299
981.0,8,8,0,2613
8.0,2,18,0,118
375.0,12,186,0,2668
25.0,4,192,0,261
6.0,24,221,0,287
399.0,8,260,0,1600
29.0,8,409,0,583
17.0,8,411,0,478
898.0,2,411,1,2734
5.0,8,412,0,452
5.0,24,414,0,480
899.0,2,422,1,2745
47.0,12,429,0,589
8.0,2,467,1,534
31.0,8,467,0,534
1530.0,12,468,0,4171
1524.0,12,481,0,4184
418.0,24,486,0,1442
44.0,8,492,0,666
7.0,24,504,0,570
1293.0,32,508,1,4041
328.0,24,512,0,1468
19.0,8,513,0,580
6.0,8,517,0,557
291.0,12,551,0,3033
1179.0,8,555,0,3160
6.0,24,558,0,624
26.0,8,559,0,626
6.0,24,565,0,631
18.0,4,600,0,669
348.0,12,600,0,3082
1002.0,8,601,0,3206
15.0,4,605,0,674
399.0,24,611,0,1567
1012.0,8,612,0,3217
44.0,8,612,0,786
8.0,24,612,0,678
6.0,24,619,0,685
6.0,24,620,0,686
5.0,2,649,0,749
317.0,12,660,0,2185
896.0,2,660,1,2983
115.0,2,704,1,996
7.0,8,707,0,747
4.0,2,707,0,807
13.0,4,711,0,780
