1128.0,32,0,1,3533
897.0,2,2,1,2325
408.0,24,13,0,969
20.0,8,13,0,80
18.0,4,22,0,91
112.0,2,49,1,341
392.0,8,74,0,1414
33.0,12,109,0,269
18.0,2,113,1,180
399.0,12,170,0,2652
704.0,8,179,0,2784
1241.0,12,184,0,3887
379.0,24,212,0,1168
9.0,24,219,0,285
341.0,12,227,0,1752
306.0,12,289,0,1814
346.0,12,334,0,2816
7.0,2,335,1,402
25.0,12,335,0,495
6.0,2,348,1,415
105.0,2,364,1,656
257.0,24,376,0,1332
312.0,12,424,0,1949
406.0,8,425,0,1765
1385.0,12,434,0,4137
25.0,4,434,0,503
108.0,2,461,1,753
14.0,4,461,0,530
1226.0,32,465,1,3998
40.0,12,466,0,626
1179.0,32,467,1,4000
1476.0,12,497,0,4200
902.0,2,504,1,2827
4.0,8,519,0,559
347.0,12,522,0,3004
899.0,2,525,1,2848
11.0,24,532,0,598
394.0,12,532,0,3014
12.0,8,538,0,578
5.0,8,838,0,878
354.0,12,838,0,3320
5.0,8,841,0,881
384.0,12,841,0,3323
10.0,24,842,0,908
44.0,8,847,0,1021
721.0,8,849,0,3454
44.0,8,851,0,1025
32.0,8,874,0,941
