364,12,50,0,2532,0.0377570851051
23,4,55,0,124,0.0379683620558
30,8,58,0,232,0.0350221671396
23,8,87,0,154,0.0463543462372
6,2,87,1,154,0.0341286249202
12,24,121,0,187,0.0448501666878
900,2,126,1,2449,0.0516080761664
6,24,127,0,193,0.0368884387627
253,24,130,0,1086,0.029056650761
7,2,131,1,198,0.0292979433876
435,12,133,0,2615,0.0345320387576
415,12,158,0,2640,0.0369558615769
1179,12,159,0,3862,0.0423410787355
15,4,179,0,248,0.0238620426823
15,4,183,0,252,0.0334955688154
7,8,184,0,224,0.0264826269956
6,2,184,0,284,0.0284320616619
900,2,195,1,2518,0.0370881721027
284,12,266,0,2748,0.0303450609693
6,8,267,0,307,0.0157874040037
383,8,267,0,1607,0.0281724081955
111,2,269,1,561,0.0281360360599
15,8,272,0,339,0.0289950864293
318,12,283,0,1808,0.02183996532
18,8,307,0,374,0.0260041304185
6,2,308,1,375,0.0294696546519
20,8,313,0,380,0.0213043945134
1395,12,313,0,4016,0.0292210616423
1504,12,313,0,4016,0.0160687451719
26,12,313,0,473,0.0276395103791
110,2,321,1,613,0.0270736918456
318,12,322,0,2804,0.0238215378481
