111,2,102,1,394,0.0335624547635
6,8,108,0,148,0.0447935404958
5,2,110,1,177,0.0456754585893
7,8,112,0,152,0.0375269480889
113,2,112,1,404,0.0443927856782
669,8,114,0,2719,0.0398197641895
25,8,115,0,182,0.0350091920201
32,8,115,0,182,0.0402657641035
25,12,115,0,275,0.0395103149176
1302,32,115,1,3648,0.0339566830365
341,12,115,0,1640,0.0276989944067
353,12,165,0,2647,0.0224781713138
1355,32,166,1,3699,0.0394944148765
7,2,169,0,269,0.0339212718321
30,8,169,0,343,0.0320262076079
6,8,173,0,213,0.0343830131905
6,8,174,0,214,0.0289055242305
326,8,176,0,1516,0.0376608326624
347,12,176,0,1701,0.0318519289709
18,4,176,0,245,0.0208078945227
8,2,176,0,276,0.0228389533705
21,4,180,0,249,0.0207719690166
33,8,238,0,412,0.0359853697261
6,2,242,1,309,0.029503326491
715,8,242,0,2847,0.0241952001687
16,8,244,0,311,0.0208917863621
1196,12,245,0,3948,0.0239152648949
8,8,245,0,285,0.0209737349021
307,12,251,0,2733,0.0252409099044
1094,12,251,0,3954,0.023393875967
41,12,251,0,411,0.0210585884353
897,2,251,1,2574,0.0274898612645
